Feature1,Feature2,Feature3,Label
85.88863514005796,150.93511833406146,47.453650958220244,1
43.61636383916538,192.07002321107473,18.16044312713656,1
84.08857919674954,195.38366223135745,47.094911515872646,1
63.26429882356174,74.30286693979545,35.68536598423252,0
23.161253490944194,164.10468500211448,10.37977427433404,0
70.32357934874048,80.6722534742244,44.87571858358257,1
74.2108514652748,134.16688550981593,48.01740648059074,1
89.0607142947762,133.56943064446773,6.822894015684819,1
58.45464719156037,163.89542000853655,49.396148719159164,0
94.44107465175703,143.2058885076615,24.960829607720623,0
81.6984310280701,122.08356707996339,17.346845333599795,0
96.51709300434966,24.467736882709918,35.82056261900887,1
53.15622156468885,148.42968452639624,21.76298683113182,0
70.60855470379067,186.53837263752962,47.9378441439321,1
88.07338202282708,26.51288966510638,6.945788554821243,1
86.6253162603303,93.70819940178261,11.960152647541744,1
33.56169932186034,94.94049095463431,35.127179651347916,0
67.11956363788747,76.88058592898625,18.925692707964732,0
91.37100610558365,94.31115712791737,41.88806443322928,0
29.836012718737248,61.87782340411921,8.676554561987693,0
12.906525592801804,134.65800728505812,13.576544554448388,1
67.16921266208641,116.62524340852369,22.081687327235606,0
52.48051136014602,118.56754626377217,32.438409103138525,1
16.638058112801172,47.76476224177419,49.89385887763584,1
42.851006007401935,80.94745391004977,14.57628637071689,1
76.69880560993982,155.73184835916095,37.09414488154087,1
49.79766639317606,101.32916205822156,40.73168500975114,0
49.812882183146606,75.93181290328761,16.017770944161498,0
20.313528879658044,42.39038325375497,8.375668344162811,0
81.10494519633308,135.0673060197156,45.61746919236776,1
79.81864265064813,78.56807403357251,36.8931397977497,0
46.051694739021606,149.05668883664802,10.559565553277038,0
45.76622751965336,36.501950326087695,19.286519019168914,1
15.389687445261279,86.05327612029896,5.8437479919190904,0
35.13095414688645,159.02217371670682,17.544538454344107,1
26.589128446645233,77.77624918940951,41.908486377822456,0
41.256313934984945,164.98385139748558,30.114484719705242,1
69.17745242238564,70.92669491500007,46.13139369656818,1
92.7563574353513,140.97999258200582,15.431465977986647,1
51.64043393583395,94.93168529813946,12.468708861092438,1
65.46520706121585,193.54664341735568,28.36016671347484,0
14.863812451709412,42.19349055272285,11.986233217761935,0
14.998535027405168,144.64290623388848,49.95341536484748,0
32.16212002103143,56.92533614074216,43.166328421079065,0
71.50039380843782,198.5962839644762,41.77033656333772,0
20.419501719035388,126.89288966409758,5.086492895151507,0
52.44199032392488,71.7924194110332,44.50691183310079,1
63.32340841311123,106.03592297805424,41.92238962397958,1
18.61906898272657,35.06132634045103,31.640571812559532,1
10.173016859368966,134.35604049838184,19.91178276066855,1
81.57058097947998,71.4864165683961,47.74845970435855,0
18.92716340132499,140.26944743881361,11.581727042439425,0
38.612065870915586,91.49619774994976,6.436181264499995,1
18.428450340117784,61.94743698484112,37.755772020861755,1
60.59706936742618,103.39073996098976,34.493065011380565,0
20.684772671368698,180.2782331720004,6.877566030349673,1
84.54784236266744,77.83987702284824,35.885747848215175,0
16.64724361136666,102.6693988974087,42.11055486986206,1
16.271965270385635,22.12761605366361,20.5922515636792,1
75.29434866345828,111.17652091234449,37.88565554396896,1
27.95116693123687,190.38345131976777,34.96475235974225,0
85.27134703661261,62.099539684158145,24.861267866589106,1
28.8002279936128,49.980271758828025,20.205046998429413,0
16.31120584635359,69.36025129257378,41.783026759737396,1
40.14123625145022,132.2455330876963,14.24088215522653,0
32.33545116184905,122.79987898867049,16.64857222627733,1
88.31073049724205,150.33586988626018,22.42847369817562,0
62.06546186399759,115.56411433945372,39.46024331062999,1
84.70365930794706,59.868015813654615,31.142790979833936,0
98.44925553418375,141.58538643133585,37.08037102250287,0
40.490044341657466,149.99660330665822,45.26979451174654,0
41.55194611161265,87.44518813994964,19.44959761357032,0
89.63353521818895,25.005277999886566,13.805899523867552,1
76.05938000873613,129.91112994093334,5.2327522030227005,0
73.03022054214904,143.46030276649807,27.25517668673436,1
31.081745546206207,100.13646713142067,7.751380190533962,1
86.73545021969444,169.81034483151748,49.73066525743219,0
48.744303269775514,151.68840796159526,19.39020043601238,1
38.57778509576195,193.8475006184736,30.380114086041715,1
54.252306687760516,53.44102197954702,10.79167675019745,0
64.47276485651139,86.1741480008131,13.842183632827137,1
38.887878984231676,86.95048645262375,34.84114739437493,1
12.956129217882065,108.43962049527225,12.351924177968474,0
99.13075454254592,22.52639101421009,15.430960020060965,1
85.34881606773637,22.7772768044588,12.34269587272626,0
61.96177656745221,25.352400354428738,41.61571727725558,0
21.872715051880224,73.67480191495005,18.86680980312017,1
71.51058475861947,26.921060780168855,43.281533969652834,1
97.44775088235377,106.05363606443319,25.230341900910094,1
44.220852867762964,23.224242327162056,16.810394645467177,1
20.51761353476055,112.32172009371658,24.9428873773071,0
35.77597663387677,186.61626957297287,42.16998279013594,0
58.19859680381487,166.05221420586707,17.855123035744015,1
13.436570315073954,67.19011667597593,29.462449548058895,0
68.17434088038341,131.76448849517652,48.2295391619135,1
27.771506458571125,43.09539217105423,40.61680453924283,1
24.812411181686624,96.2045905185444,44.32411647768265,0
48.656614961660324,92.66928985912953,17.540174666614284,0
72.34168207016691,69.28374788572748,20.021369109028427,0
43.93653769768766,48.558917694636904,44.52408455206771,0
56.24126529104135,32.675807191487834,22.887346698762226,0
37.77469837609334,123.08303624525044,36.8869607082776,1
39.72096674339848,95.6534384274898,36.63987684131189,1
79.66943156102721,29.114782582600018,14.584442617918299,1
48.145724002157024,44.45176808158813,22.10622428337205,1
96.99489958830992,146.2621210285045,43.09648393777381,0
67.47716787837066,147.44774535402786,22.07052512408385,1
73.82447066188323,50.08531736438668,14.42433194906873,0
75.65344012984099,34.282311819158934,6.957085984247948,1
19.43137071557569,60.99945182160468,46.14257787288092,0
84.81403673300657,120.25109097814853,12.283440097306293,1
25.180918255890504,32.31743002758022,41.597508624241314,0
77.63758733829815,190.9383893005442,32.647114439721726,1
46.53454636012474,62.80303645861088,30.85756080679525,0
65.61078799130098,112.72052229892718,47.703478648308796,0
81.50908890980072,29.870982514662742,48.23606957794327,0
50.10024947716505,136.30744383389174,23.34861028596142,0
37.79644087555168,163.39851477558094,22.521916370923933,0
82.64193355091393,136.36280911020435,31.00800958393213,1
87.6672077264122,67.63020659389912,37.340203845444094,0
83.7164233890718,76.59667089661508,38.51471388771766,0
65.31382592404127,24.87496472224988,19.04634377101685,1
73.25008453930458,152.39278774155062,7.912072133043491,0
51.7172828756089,148.51753142381207,23.362410645881884,1
71.41099913215561,84.5603080575149,21.5345924245758,1
34.971831974305985,102.57533450312621,45.225550347843836,1
90.32496143926579,130.3464879414504,22.242321151404415,1
