Feature1,Feature2,Feature3
99.71944060397185,52.60566769448218,43.59432382183519
88.23016449808509,34.485478290108205,45.57011211093232
98.35717347680887,150.39040172094502,27.422350887283518
45.97704615245086,60.204490664927164,23.664999335208663
90.69388209285934,44.99345196419142,23.962965874071596
41.435069527124185,71.29946825454611,20.748871542737632
63.98557723552892,154.72763897186982,29.24057638860877
81.24172055937979,149.820594776125,29.63010125335078
95.51561998718888,196.41269487432086,11.237715983747222
40.446380431347336,133.34927517829487,36.77746067130343
81.36720086240257,24.39975244809959,31.044606268749654
90.3789342301068,62.677895574804886,45.47073341405734
71.01242520586035,161.59677872758905,17.01507710192054
98.34547673935107,91.07056914486054,25.34368615783929
37.957604606139796,182.94476325055584,40.2222580715756
90.05152098108046,58.069410857166105,46.152368144123884
89.73791700015306,128.54584779651137,32.32702901786511
56.784315180888306,32.22638235188411,30.975491243574133
67.04816276001253,83.47937542125592,16.227847801795114
66.23426237536484,43.43939915410067,9.293885629227237
82.80548238052256,39.22145464629767,31.716906375201095
32.770859364820595,151.57594843884016,15.117477650402481
54.10530411398138,62.70167825429643,19.270105843095756
98.8788454409745,41.02506023305605,21.929001620705673
21.470282028440835,126.15004009935419,25.97882886380328
55.82578090030989,47.852312838237346,47.239978015181975
67.29740922086256,83.2042873758821,16.97128331082239
49.16333396996251,56.66010748392526,17.591886999232763
17.29055822649898,109.76453847464724,6.096495863424208
80.53263259127436,197.100934478997,14.460517809324367
51.1602295737284,90.55485852408371,9.889683467849085
84.10419038356136,177.47572921476007,6.820749571650158
19.39615317361185,150.35386153593757,5.986083511620569
75.27498532237603,78.80504428663107,11.911089222152198
78.15328588382845,110.35469185683556,10.625311792526118
49.45202159162073,79.88335453149146,16.42618828490675
22.625827973302677,137.6853527099709,24.632318602207327
51.48381964299466,85.60543227615995,41.224840264464746
30.567736743490393,97.42527511698736,45.82585425932751
65.83476153667755,168.48084860579024,18.391390265197945
61.01211444855737,98.67630418354739,42.329650217768084
93.18118800173895,73.83697440189107,42.49635101263625
56.0320540565835,51.36244196084053,44.86744903158073
78.36338778187555,111.21874072832149,15.980791229562623
29.781620565855754,29.88321650796955,42.8375334277352
17.642129575233607,195.6237469706302,32.60316705881861
43.2255727283654,197.02873442792892,18.303632981528093
63.00233117903924,118.88855168536745,30.30239568030696
86.15948353127582,129.85171464920433,13.212344657193107
79.30881641828525,87.83381968973517,20.159662716224197
37.801428237663366,146.27228685921074,37.20645647925668
12.660929546869276,162.51723061591974,30.016577949663663
65.66121004172135,86.52085562409049,6.598710982912651
68.65451742736927,131.8552726953439,7.338100496004651
56.56151776081963,111.57283034317285,39.16674566351717
55.97338786246258,144.7338109928664,44.450278469693444
53.80903641005672,20.25821743032042,18.615842934750013
72.51442339221191,75.88362297282154,12.748024143913637
61.632224731474274,183.96371615856322,39.2524570903758
96.13730013810674,76.7536913938741,9.527538321007182
24.970222335403598,138.72877880090294,25.75092077199975
93.52784905791401,130.8056256592051,11.090743163466405
91.303919801255,39.76229208209088,43.339579151858786
13.083612829981424,48.80211714839766,27.40451049560079
69.90613745464356,198.9427268451588,19.43838955883262
57.70115448074153,108.45147039523371,49.58956611939334
19.71656918542963,103.35368572371443,16.348701580607724
35.22384012620826,99.84015110085066,19.366137747295127
26.173019942744933,164.47611614029958,40.971733868393564
17.444306671971624,172.52913344278514,23.034489033747075
46.70132931460284,27.307958896488,9.222685028298532
91.75882488721982,107.01223706764648,15.495917280306061
80.48388890785445,184.3246484608992,40.28765828128257
82.48585831101639,106.8517682119343,33.92190136466553
12.471469706103923,179.98799952973,47.45497189432737
62.456512476869406,189.942050818463,13.140914019357425
74.22337940157632,71.38358967716616,17.93254980366181
95.28442709782338,65.95694126649406,16.81224368386081
98.94267311815817,100.76256650419084,8.601257620051031
21.223126087407337,120.68790954683249,35.37176166538678
87.65507404117879,130.57958340133223,38.536189149903194
52.3986587973657,123.72010951207001,12.618350834213746
86.40350538087928,97.74092069433577,24.07923173487469
83.20356800292727,24.69764260607143,30.486996589870024
66.73154345284442,56.85398657712706,27.651410246362033
67.26800048313743,177.8867988643168,43.7888764906056
39.59472355316707,194.75892781555623,14.211221482717352
61.435569868603814,63.84464399555714,29.189662228499092
64.33683971472315,164.30466874257553,44.43171560131515
80.19757814995722,153.07651702988207,46.41354780849567
59.99722071509329,33.8884528465179,35.54517990582662
27.84689644422209,138.54976004186756,14.51979536167265
26.116711103574477,128.8788109136247,37.07853855866614
64.10966704886147,79.85298599707323,29.754864718854126
75.3652077857669,25.08895232288217,8.734598766470231
28.66736540448333,40.97812972040586,10.753035190229376
85.21820026302105,139.40332084585648,25.923785893984714
45.24557744724762,116.32325662187922,13.09449241968026
96.83280587367787,194.03265434009458,47.23154115053141
38.22742669335292,31.269003464983104,41.04921157448484
57.65579154728609,44.37805515290354,13.246454770587818
71.8737099375636,76.84982993934847,44.67860115196113
43.42459308293149,131.24467155243178,10.20542777911784
29.34341280454433,93.01875719152825,44.08562320691385
97.05658108752678,166.68334282583183,34.26104768050729
51.124407219226725,145.84015078347537,5.026210118111526
67.46722895429006,92.4481197892924,23.94608437655809
48.07220374031247,62.398597192567095,39.88732284576239
83.8218484759559,107.40214427468455,31.717731317986406
51.65303653291585,66.26863454819464,25.622804806502348
21.187704928280525,121.40064629944389,27.142607082185215
49.795005426507046,137.6847776231284,35.113480791400185
67.94379421600999,56.59453934860271,20.543682473427758
76.8735622952345,52.444294984649744,13.222407151747309
48.37909645559943,95.07746124335584,14.117368087225959
50.39528250420803,78.3089980371365,28.87784823792244
37.513807308877595,183.86351362173224,23.232285678219853
94.78744725699754,39.029721704295326,48.30297124582123
93.38030801390333,159.0279435972579,43.815646200568615
86.7710182882741,42.969463428967416,35.405901674439455
13.429005326998695,20.882007445295642,41.19732263535564
44.878848563257286,112.16428853471459,9.832293058484247
83.75815189468506,35.85186450434794,49.36340209276177
13.341038018396686,79.26239683620715,9.3515516964333
34.32064264056158,45.85996750421383,29.824025856397142
28.6724609758931,72.66152024991742,36.77774931434317
19.022944224968953,57.32565909433769,48.344520190639535
82.06069576353643,22.70558295733606,19.267981875872827
76.88615966474859,154.08042368150248,49.49448807550447
11.06539816432776,38.39873306335834,34.59604104646097
56.37147430288011,25.29375282135086,35.2875945814077
63.597888885995815,143.58478342430197,43.03217568856096
24.115786515042878,61.508076814637434,43.724685494714805
16.864581954758247,108.97882342710041,44.992073866275526
84.30970025094744,71.37760006790029,37.443553106503
75.86268860245616,168.7818759329535,45.67335728106739
15.534957811548956,124.68269165930347,46.06978386915088
68.72954057259678,64.09477303791613,5.0794129369305026
79.96894399469309,165.3352718232582,22.493123858763067
35.97247955943706,177.5205883713339,41.929838161344364
31.605240334986043,194.08468709875805,19.467280097199236
61.7400642800142,57.906191041905046,49.76570916375103
77.54456244701439,190.34712280217727,32.36911392541053
94.95656973471655,183.94724992949068,18.262421141421854
89.97243386456438,197.55545576267474,30.089103503358018
85.77954925778874,148.51164798350197,14.780781528643193
42.36888951707643,87.34043561233595,30.39138608643809
62.32677258549949,43.03595510436958,26.937958595738426
62.720851828556924,113.55532085996762,18.537751301241038
85.87070293961744,148.5559374533761,7.028541202759129
21.398405698322627,33.43764983686468,14.685331937010277
32.98934697798104,91.43416047483255,15.742021676314508
27.567874818932392,67.79376284269765,37.44726948119321
85.5486785891456,42.6017304797884,26.316471834824455
92.27601378467996,167.93311659079833,49.78836616483425
